Name,Score,Type,Episodes,Aired,Source,Rating,Members,Favorites,Watching,Completed,On-Hold,Dropped,Plan to Watch,Score-10,Score-9,Score-8,Score-7,Score-6,Score-5,Score-4,Score-3,Score-2,Score-1,Genre_1,Genre_2,Genre_3,Genre_4,Genre_5
"Doukyonin wa Hiza, Tokidoki, Atama no Ue.",7.707439292872868,TV,12,"Jan 9, 2019 to Mar 27, 2019",Web manga,PG-13 - Teens 13 or older,128888,881,11567,71736,4231,5322,36032,5774.0,9634.0,20025.0,16589.0,5718.0,2189.0,567.0,184.0,93.0,93.0,Slice of Life, Comedy,,,
Hoshi no Shima no Nyanko,4.107142857142857,TV,26,"Oct 6, 2018 to Mar 30, 2019",Game,G - All Ages,328,1,24,33,8,99,164,3.0,0.0,0.0,2.0,3.0,4.0,3.0,2.0,4.0,7.0,Adventure, Slice of Life,,,
Full Metal Panic! Invisible Victory Intermission,6.250543084721216,Special,2,"May 11, 2018 to Jun 15, 2018",Light novel,R - 17+ (violence & profanity),4548,3,198,2300,96,125,1829,98.0,66.0,133.0,272.0,389.0,247.0,88.0,26.0,29.0,33.0,Action, Military, Mecha,,
Namu Amida Butsu!: Rendai Utena,5.713796644984594,TV,12,"Apr 8, 2019 to Jun 24, 2019",Game,PG-13 - Teens 13 or older,11886,21,1261,2799,446,1969,5411,102.0,101.0,257.0,554.0,661.0,543.0,320.0,191.0,101.0,91.0,Fantasy,,,,
Kouryuu Densetsu Villgust PV,4.871428571428571,Special,1,"Jun, 1990",Game,PG-13 - Teens 13 or older,186,0,7,101,2,16,60,6.0,1.0,1.0,6.0,11.0,19.0,7.0,7.0,0.0,12.0,Action, Adventure, Comedy, Fantasy,
3-gatsu no Lion: Ugoku! Nya Shogi,6.115434500648508,Special,10,"Jan 25, 2017 to Aug 23, 2017",Manga,G - All Ages,2261,2,80,1171,78,93,839,51.0,29.0,76.0,139.0,206.0,159.0,54.0,21.0,17.0,19.0,Game,,,,
Circlet Princess,5.795725108225108,TV,12,"Jan 8, 2019 to Mar 26, 2019",Game,PG-13 - Teens 13 or older,14014,23,1359,3842,601,1964,6248,167.0,131.0,323.0,681.0,878.0,681.0,372.0,233.0,131.0,99.0,Action, School, Sci-Fi, Sports,
HuGoo.n no Hug Hug Song,4.435294117647059,Music,1,"Aug 9, 2018",Original,G - All Ages,199,0,4,118,2,21,54,7.0,0.0,1.0,4.0,10.0,16.0,20.0,10.0,4.0,13.0,Kids, Music,,,
Kabukichou Sherlock,6.68377253814147,TV,24,"Oct 12, 2019 to Mar 28, 2020",Original,PG-13 - Teens 13 or older,67651,169,8347,16715,3320,8889,30380,802.0,1444.0,3516.0,5469.0,3593.0,2039.0,1040.0,447.0,217.0,179.0,Mystery, Comedy, Drama,,
Rinshi!! Ekoda-chan,5.216661285114627,TV,11,"Jan 9, 2019 to Mar 27, 2019",4-koma manga,PG-13 - Teens 13 or older,8879,13,659,2913,328,1910,3069,64.0,70.0,202.0,448.0,671.0,635.0,442.0,219.0,162.0,184.0,Slice of Life, Comedy, Seinen,,
Iya na Kao sare nagara Opantsu Misete Moraitai 2,5.982617949627527,ONA,6,"Nov 22, 2019 to Dec 27, 2019",Other,PG-13 - Teens 13 or older,17600,51,900,7538,240,275,8647,645.0,233.0,428.0,853.0,1214.0,945.0,537.0,311.0,226.0,246.0,Ecchi,,,,
"Kiss made, Ato 1 Byou.",6.8,ONA,30,"Aug 10, 2018 to Sep 7, 2018",Web manga,PG-13 - Teens 13 or older,614,3,46,40,22,29,477,3.0,1.0,2.0,9.0,1.0,2.0,0.0,0.0,0.0,2.0,Romance, School, Shoujo,,
Malta no Bouken Season 3,6.529411764705882,TV,12,"May 5, 2017 to Jul 21, 2017",Original,G - All Ages,77,0,3,24,4,20,26,3.0,5.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,4.0,Adventure, Kids,,,
Malta no Bouken Season 2,6.555555555555555,TV,12,2015,Original,G - All Ages,67,0,2,23,4,16,22,3.0,5.0,0.0,2.0,3.0,0.0,2.0,0.0,0.0,3.0,Kids,,,,
Gakuen Senki Muryou: Yorinuki Muryou-san Girls Selection,6.0,OVA,1,"Jan 26, 2002",Original,PG-13 - Teens 13 or older,163,1,8,47,5,19,84,4.0,0.0,5.0,4.0,7.0,3.0,0.0,1.0,1.0,4.0,Sci-Fi, Adventure, Mecha,,
Seizei Ganbare! Mahou Shoujo Kurumi 2nd Season,6.211764705882353,ONA,25,"Oct 28, 2018 to Oct 13, 2019",Original,G - All Ages,503,1,37,99,15,51,301,12.0,5.0,7.0,14.0,17.0,16.0,2.0,2.0,3.0,7.0,Magic, Parody,,,
Anitore! XX: Hitotsu Yane no Shita de Specials,5.220289855072464,Special,6,"Mar 17, 2017",Original,PG-13 - Teens 13 or older,1596,3,82,551,48,54,861,26.0,5.0,12.0,37.0,73.0,82.0,34.0,30.0,21.0,25.0,Comedy, Sports, Ecchi,,
Heavy Object: Dai 37 Kidou Seihi Daitai - Sakusen Kiroku,6.325531914893617,Special,1,"Dec 5, 2015",Light novel,PG-13 - Teens 13 or older,2377,0,125,832,61,69,1290,33.0,11.0,63.0,105.0,127.0,87.0,14.0,9.0,4.0,17.0,Action,,,,
Chainsaw Bunny,4.799582463465553,ONA,1,"Aug 1, 2018",Original,R+ - Mild Nudity,1594,0,23,1276,8,45,242,29.0,17.0,58.0,124.0,169.0,179.0,102.0,76.0,74.0,130.0,Comedy, Horror, Supernatural, Thriller,
Bokutachi wa Benkyou ga Dekinai,7.292131558248609,TV,13,"Apr 7, 2019 to Jun 30, 2019",Manga,PG-13 - Teens 13 or older,263544,1253,19877,168591,5619,10235,59222,7628.0,13924.0,38310.0,47286.0,18446.0,7551.0,2455.0,909.0,413.0,386.0,Harem, Comedy, Romance, School, Shounen
Annie,4.377551020408164,Music,1,"Aug 17, 2018",Music,G - All Ages,173,0,2,135,1,12,23,7.0,0.0,1.0,1.0,12.0,25.0,16.0,21.0,5.0,10.0,Sci-Fi, Music,,,
Aika-chan no Chikyuu,5.608695652173913,OVA,1,"Oct 1, 1993",Manga,G - All Ages,116,0,2,32,3,31,48,6.0,0.0,1.0,2.0,2.0,5.0,1.0,0.0,0.0,6.0,Kids,,,,
Chikyuu no Himitsu,5.636363636363637,OVA,2,"1995 to Feb 1, 1995",Manga,G - All Ages,63,0,3,13,2,24,21,3.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,3.0,Kids,,,,
Nanatsu no Taizai: Eiyuu-tachi wa Hashagu,7.197161533478594,OVA,1,"Nov 16, 2018",Manga,PG-13 - Teens 13 or older,49573,70,1261,28238,488,331,19255,1718.0,1430.0,3138.0,5828.0,3034.0,1207.0,357.0,125.0,79.0,65.0,Action, Adventure, Supernatural, Magic, Fantasy
Bermuda Triangle: Colorful Pastrale,5.02166420482521,TV,12,"Jan 12, 2019 to Mar 30, 2019",Original,PG-13 - Teens 13 or older,6718,15,529,1815,227,1489,2658,68.0,51.0,110.0,261.0,335.0,399.0,335.0,199.0,138.0,135.0,Music, Fantasy,,,
Osomatsu-san Movie,7.9107929515418505,Movie,1,"Mar 15, 2019",Manga,R - 17+ (violence & profanity),9574,59,186,4863,92,87,4346,529.0,670.0,1126.0,852.0,295.0,96.0,34.0,8.0,8.0,14.0,Comedy, Parody,,,
The iDOLM@STER SideM: Wake Atte Mini!,6.173963133640553,TV,12,"Oct 9, 2018 to Dec 25, 2018",Manga,PG-13 - Teens 13 or older,2693,6,167,1205,74,184,1063,50.0,43.0,96.0,180.0,227.0,134.0,63.0,34.0,17.0,24.0,Slice of Life, Comedy,,,
Senjuushi: Gendaijuu no Heya,6.017241379310345,Special,17,"Sep 26, 2018 to Feb 27, 2019",Game,PG-13 - Teens 13 or older,742,2,60,80,34,42,526,9.0,2.0,7.0,6.0,12.0,10.0,1.0,2.0,2.0,7.0,Action, Military, Comedy, Historical,
Cinderella Girls Gekijou 3rd Season Specials,6.270408163265306,Special,3,"Aug 24, 2018 to Oct 24, 2018",4-koma manga,PG-13 - Teens 13 or older,1003,0,61,294,34,61,553,18.0,10.0,19.0,40.0,51.0,32.0,8.0,4.0,3.0,11.0,Game, Music, Slice of Life, Comedy,
"Shuudengo, Capsule Hotel de, Joushi ni Binetsu Tsutawaru Yoru.",5.441070625281152,TV,12,"Oct 8, 2018 to Dec 24, 2018",Manga,R+ - Mild Nudity,14459,77,1107,6269,306,774,6003,214.0,160.0,286.0,635.0,894.0,965.0,491.0,337.0,250.0,214.0,Ecchi, Josei, Romance,,
"Wei, Kanjian Erduo La!",7.275530564121168,ONA,12,"Aug 25, 2018 to Nov 3, 2018",Web manga,PG-13 - Teens 13 or older,11895,86,723,7196,246,384,3346,583.0,595.0,1201.0,1643.0,820.0,430.0,126.0,47.0,33.0,35.0,Slice of Life, Comedy, Shounen Ai,,
Coffee Ikaga Deshou,5.636363636363637,ONA,30,"Aug 24, 2018",Manga,PG-13 - Teens 13 or older,458,0,34,30,18,38,338,3.0,0.0,2.0,6.0,0.0,5.0,1.0,1.0,0.0,4.0,Slice of Life, Seinen,,,
Ze Tian Ji 4th Season,7.3561076604554865,ONA,12,"Aug 22, 2018 to Oct 31, 2018",Novel,PG-13 - Teens 13 or older,1504,4,133,680,27,58,606,55.0,44.0,122.0,147.0,72.0,21.0,9.0,7.0,2.0,4.0,Action, Adventure, Fantasy,,
Choukadou Girl ⅙,5.821227197346601,TV,12,"Apr 6, 2019 to Jun 22, 2019",Manga,PG-13 - Teens 13 or older,13341,24,1080,6607,451,2118,3085,207.0,179.0,557.0,1243.0,1484.0,1098.0,585.0,320.0,213.0,144.0,Comedy, Romance, Seinen,,
One Piece Movie 14: Stampede,8.203223386601804,Movie,1,"Aug 9, 2019",Manga,PG-13 - Teens 13 or older,77375,656,1467,57450,373,206,17879,8828.0,10574.0,12905.0,7364.0,2613.0,934.0,355.0,190.0,68.0,160.0,Action, Adventure, Comedy, Drama, Fantasy
Inazuma Eleven: Orion no Kokuin,6.809098520792632,TV,49,"Oct 5, 2018 to Sep 27, 2019",Game,G - All Ages,15200,82,2174,8094,710,861,3361,614.0,593.0,1291.0,1919.0,1264.0,729.0,364.0,188.0,103.0,101.0,Sports,,,,
Tian Xin Ge Ge 3rd Season,5.65,ONA,26,"Feb 4, 2017 to Feb 11, 2017",Original,PG-13 - Teens 13 or older,94,0,3,32,3,15,41,4.0,0.0,2.0,3.0,3.0,2.0,0.0,1.0,0.0,5.0,Comedy, Historical, Kids,,
Saiki Kusuo no Ψ-nan: Kanketsu-hen,8.198573424516509,Special,1,"Dec 28, 2018",Manga,PG-13 - Teens 13 or older,114514,267,2459,94072,538,361,17084,9981.0,17280.0,24323.0,12041.0,2937.0,833.0,226.0,75.0,46.0,253.0,Comedy, School, Shounen, Slice of Life, Supernatural
Xiao Lu He Xiao Lan,7.493723849372385,ONA,72,"Aug 27, 2018 to Feb 16, 2019",Web manga,PG-13 - Teens 13 or older,4626,65,670,858,308,280,2510,171.0,145.0,221.0,194.0,85.0,59.0,29.0,18.0,14.0,20.0,Game, Sci-Fi, Slice of Life, Comedy, Drama
"Sono Toki, Kanojo wa.",5.486612702366127,TV,12,"Oct 7, 2018 to Dec 23, 2018",Original,PG-13 - Teens 13 or older,12915,6,876,3487,377,1658,6517,68.0,64.0,204.0,496.0,883.0,730.0,341.0,203.0,119.0,104.0,Drama, Romance,,,
Hashiri Tsuzukete Yokattatte.,6.441677943166441,TV,4,"Oct 9, 2018 to Oct 30, 2018",Original,PG-13 - Teens 13 or older,9884,14,666,4624,235,433,3926,115.0,157.0,455.0,1138.0,972.0,563.0,176.0,68.0,27.0,24.0,Drama, Slice of Life,,,
Magia Record: Mahou Shoujo Madoka☆Magica Gaiden (TV),6.76547212741752,TV,13,"Jan 5, 2020 to Mar 29, 2020",Game,PG-13 - Teens 13 or older,107415,1000,12508,37592,4532,7969,44814,2955.0,2189.0,5750.0,9656.0,7397.0,3918.0,1949.0,796.0,325.0,225.0,Psychological, Drama, Magic, Thriller,
Pingu in the City (2018),7.747765160666828,TV,26,"Oct 6, 2018 to Mar 30, 2019",Other,G - All Ages,8384,121,1133,3012,264,664,3311,2345.0,147.0,209.0,256.0,257.0,249.0,79.0,43.0,45.0,509.0,Slice of Life, Comedy, Kids,,
Sleeping Beauty,5.746835443037975,Music,1,"Jul 6, 2018",Original,G - All Ages,149,0,5,115,0,6,23,5.0,1.0,9.0,14.0,13.0,21.0,6.0,3.0,2.0,5.0,Music,,,,
Hangyakusei Million Arthur 2nd Season,6.280014250089063,TV,13,"Apr 4, 2019 to Jun 27, 2019",Game,PG-13 - Teens 13 or older,12648,12,1001,3713,298,570,7066,152.0,126.0,336.0,688.0,706.0,402.0,193.0,97.0,54.0,53.0,Action, Adventure, Magic, Fantasy,
Spice Paradise: Curry Meshi Ver.,5.827464788732394,Music,1,"Sep 6, 2018",Other,G - All Ages,767,0,19,436,13,24,275,28.0,6.0,22.0,34.0,58.0,79.0,22.0,14.0,13.0,8.0,Music,,,,
Musunde Hiraite,6.56,ONA,30,"Sep 7, 2018 to Nov 23, 2018",Manga,PG-13 - Teens 13 or older,454,0,37,33,17,25,342,6.0,0.0,3.0,5.0,3.0,4.0,1.0,0.0,0.0,3.0,Slice of Life, Comedy, Romance, School,
Houkago Saikoro Club,6.592852137351086,TV,12,"Oct 3, 2019 to Dec 19, 2019",Manga,PG-13 - Teens 13 or older,34830,50,3524,15186,1517,4287,10316,437.0,776.0,2267.0,4539.0,3321.0,1856.0,648.0,252.0,89.0,85.0,Game, Comedy, School, Shounen,
Devidol!,4.588921282798834,TV,11,"Oct 5, 2018 to Dec 21, 2018",Other,PG-13 - Teens 13 or older,1992,2,176,256,106,319,1135,21.0,6.0,10.0,30.0,48.0,55.0,64.0,32.0,28.0,49.0,Comedy,,,,
Zuori Qing Kong Pilot,5.921787709497207,ONA,1,"Jan 21, 2014",Manga,PG-13 - Teens 13 or older,825,0,43,264,19,35,464,14.0,5.0,17.0,23.0,52.0,37.0,9.0,7.0,9.0,6.0,Drama, Romance, School, Slice of Life,
Sasurai no Violin,4.742857142857143,Music,1,"Dec 3, 1973",Original,G - All Ages,88,0,4,48,2,13,21,4.0,0.0,2.0,2.0,1.0,7.0,8.0,5.0,2.0,4.0,Kids, Music,,,
Tokyo Cosmo,5.826086956521739,ONA,1,"Oct 27, 2015",Original,G - All Ages,166,0,6,123,0,7,30,4.0,1.0,6.0,16.0,30.0,23.0,4.0,3.0,2.0,3.0,Slice of Life, Fantasy,,,
Bobunemimimmi Specials,5.831877729257642,Special,2,"Sep 15, 2018",4-koma manga,PG-13 - Teens 13 or older,2097,4,58,657,46,60,1276,56.0,21.0,37.0,55.0,101.0,72.0,32.0,21.0,21.0,42.0,Comedy, Parody, Dementia,,
Mutafukaz,7.099251961320927,Movie,1,"Oct 12, 2018",Manga,R - 17+ (violence & profanity),12247,45,384,6879,107,86,4791,298.0,540.0,1302.0,1761.0,907.0,386.0,165.0,76.0,22.0,24.0,Action, Psychological, Sci-Fi, Super Power,
Joshikausei,5.649870801033591,TV,12,"Apr 6, 2019 to Jun 22, 2019",Web manga,PG-13 - Teens 13 or older,42922,24,3670,20664,1105,5354,12129,502.0,431.0,1424.0,3236.0,4806.0,4171.0,1885.0,1005.0,647.0,469.0,Comedy, School, Slice of Life,,
"Maou-sama, Retry!",6.396911075213742,TV,12,"Jul 4, 2019 to Sep 19, 2019",Light novel,PG-13 - Teens 13 or older,145983,462,12543,92992,2546,13109,24793,3745.0,4481.0,10957.0,20561.0,16150.0,9512.0,5135.0,2683.0,1750.0,1169.0,Action, Adventure, Fantasy,,
Nagano Toshi Gas x Kamiusagi Rope,5.0,ONA,4,"Jun 3, 2018 to Jun 24, 2018",Original,G - All Ages,147,0,5,37,5,37,63,3.0,0.0,1.0,2.0,4.0,5.0,2.0,2.0,0.0,5.0,Comedy, Slice of Life,,,
Kouya no Kotobuki Hikoutai,6.681833930015014,TV,12,"Jan 13, 2019 to Mar 31, 2019",Original,PG-13 - Teens 13 or older,26802,65,2489,8909,1029,3426,10949,344.0,835.0,1612.0,2356.0,1601.0,964.0,527.0,222.0,117.0,81.0,Action, Military, Adventure,,
Boku no Tonari ni Ankoku Hakaishin ga Imasu.,6.4429663608562695,TV,12,"Jan 11, 2020 to Mar 28, 2020",Manga,PG-13 - Teens 13 or older,37227,160,3837,13437,1456,4756,13741,695.0,789.0,1885.0,3386.0,2801.0,1849.0,894.0,401.0,231.0,149.0,Slice of Life, Comedy, School, Josei,
Time: Toki no Shiori,5.675675675675675,Music,1,"Oct 1, 2002",Original,G - All Ages,96,0,3,58,0,12,23,5.0,0.0,3.0,3.0,4.0,11.0,8.0,0.0,1.0,2.0,Kids, Music,,,
Ohayou no Uta,4.269230769230769,Music,1,"Aug 1, 2007",Original,G - All Ages,108,0,1,81,1,9,16,5.0,0.0,2.0,1.0,4.0,10.0,8.0,6.0,9.0,7.0,Kids, Music,,,
Ichiban Kirei na Hoshi,5.116279069767442,Music,1,"Oct 3, 1989",Original,G - All Ages,94,0,4,60,1,11,18,6.0,0.0,1.0,7.0,1.0,10.0,8.0,0.0,5.0,5.0,Kids, Music,,,
Sokkuri House,4.217391304347826,Music,1,"Oct 2, 2002",Original,G - All Ages,101,0,4,69,2,8,18,5.0,0.0,1.0,1.0,4.0,5.0,10.0,6.0,8.0,6.0,Kids, Music,,,
TaChiTsuTeTo Te wo,3.7777777777777777,Music,1,"Feb 1, 2001",Original,G - All Ages,86,0,3,53,1,10,19,4.0,0.0,1.0,1.0,1.0,7.0,2.0,4.0,4.0,12.0,Kids, Music,,,
Piano,5.55,Music,1,"Jun 2, 1997",Original,G - All Ages,95,0,3,60,1,12,19,5.0,1.0,1.0,2.0,5.0,15.0,5.0,5.0,0.0,1.0,Music, Kids,,,
Yume Miru Koneko,4.75,Music,1,"Aug 1, 1983",Original,G - All Ages,101,0,5,53,2,14,27,4.0,0.0,1.0,3.0,2.0,8.0,10.0,8.0,1.0,3.0,Kids, Music, Parody,,
Tenka Muteki no Gouyaaman★,4.193548387096774,Music,1,"Oct 2, 2001",Music,G - All Ages,85,0,3,49,0,12,21,4.0,0.0,1.0,1.0,1.0,6.0,2.0,7.0,1.0,8.0,Kids, Music, Super Power,,
Chao Wa Zhanshi: Weiwu Jiaoguan,5.3478260869565215,Movie,1,"Jun 1, 2012",Original,PG-13 - Teens 13 or older,126,0,5,31,4,22,64,4.0,0.0,0.0,3.0,8.0,1.0,0.0,0.0,2.0,5.0,Action, Mecha, Military, Sci-Fi, Space
Oushitsu Kyoushi Heine Movie,7.32654915500636,Movie,1,"Feb 16, 2019",Manga,PG-13 - Teens 13 or older,15441,47,341,7795,151,86,7068,499.0,564.0,1266.0,1820.0,846.0,359.0,99.0,28.0,11.0,11.0,Comedy, Historical, Seinen, Slice of Life,
Mayuge no Uta,4.473684210526316,Music,1,"Aug 1, 1999",Original,G - All Ages,89,0,2,54,2,12,19,4.0,0.0,1.0,1.0,5.0,8.0,3.0,7.0,3.0,6.0,Kids, Music,,,
Kokoro wa Hallelujah,5.15,Music,1,"Jun 1, 1998",Original,G - All Ages,87,0,3,56,3,9,16,4.0,0.0,1.0,2.0,8.0,13.0,5.0,2.0,0.0,5.0,Kids, Music,,,
Kimi ga Wasureta Ookina Mono,5.2727272727272725,Music,1,"Jun 1, 1992",Original,G - All Ages,93,0,3,62,2,10,16,6.0,0.0,1.0,5.0,3.0,13.0,6.0,6.0,0.0,4.0,Kids, Music,,,
Nukazuke no Uta,3.774193548387097,Music,1,"Apr 2, 2005",Original,G - All Ages,79,0,2,45,0,15,17,4.0,0.0,1.0,1.0,1.0,3.0,2.0,5.0,4.0,10.0,Kids, Music,,,
Te no Naka no Mahou,5.115384615384615,Music,1,"Aug 2, 1991",Original,G - All Ages,111,0,3,83,0,9,16,6.0,0.0,3.0,3.0,6.0,14.0,8.0,3.0,5.0,4.0,Music, Kids,,,
Haru wo Yobu Yume,4.672727272727273,Music,1,"Dec 19, 1970",Original,G - All Ages,113,0,2,80,1,12,18,6.0,0.0,1.0,3.0,8.0,12.0,6.0,7.0,3.0,9.0,Kids, Music,,,
Hitori no Shita: The Outcast Fanwai Pian,6.719117647058823,ONA,2,"Sep 30, 2018 to Apr 14, 2019",Manga,R - 17+ (violence & profanity),4689,2,492,1013,158,79,2947,53.0,31.0,86.0,222.0,170.0,75.0,19.0,8.0,7.0,9.0,Action, Super Power, Supernatural, Martial Arts, Seinen
Totan Yane no Waltz,5.32,Music,1,"Oct 1, 1985",Original,G - All Ages,100,0,3,72,0,9,16,6.0,0.0,1.0,4.0,9.0,13.0,8.0,5.0,0.0,4.0,Kids, Music,,,
Hato no Uta,4.585365853658536,Music,1,"Oct 2, 1986",Original,G - All Ages,93,0,2,59,2,13,17,6.0,0.0,1.0,1.0,3.0,8.0,9.0,2.0,2.0,9.0,Kids, Music,,,
Azur Lane,6.154956820225025,TV,12,"Oct 3, 2019 to Mar 20, 2020",Game,PG-13 - Teens 13 or older,105637,770,15474,34075,5249,12870,37969,2313.0,1830.0,3845.0,8113.0,8333.0,5522.0,3319.0,1786.0,891.0,755.0,Action, Military, Sci-Fi,,
Seishun Buta Yarou wa Yumemiru Shoujo no Yume wo Minai,8.679955039340577,Movie,1,"Jun 15, 2019",Light novel,PG-13 - Teens 13 or older,359086,6468,8629,259853,2035,868,87701,61961.0,71960.0,49584.0,19268.0,5997.0,2246.0,1140.0,537.0,336.0,491.0,Supernatural, Drama, Romance, School,
Stand My Heroes: Piece of Truth,5.412433155080214,TV,12,"Oct 7, 2019 to Dec 23, 2019",Game,PG-13 - Teens 13 or older,17862,67,1806,4409,603,2729,8315,154.0,165.0,338.0,662.0,864.0,927.0,617.0,320.0,240.0,201.0,Mystery, Romance, Josei,,
Gochuumon wa Usagi Desu ka??: Sing for You,7.772626931567329,OVA,1,"Sep 26, 2019",4-koma manga,PG-13 - Teens 13 or older,15720,70,440,8639,153,96,6392,804.0,886.0,2010.0,1793.0,562.0,200.0,47.0,20.0,9.0,11.0,Comedy, Slice of Life,,,
Gochuumon wa Usagi Desu ka? Bloom,7.976354166666667,TV,12,"Oct 10, 2020 to Dec 26, 2020",4-koma manga,PG-13 - Teens 13 or older,34740,288,4809,10351,700,591,18289,1586.0,1663.0,3134.0,2066.0,728.0,278.0,79.0,30.0,12.0,24.0,Slice of Life, Comedy,,,
The★Fire G-Men,5.568627450980392,Special,1,1974,Original,PG - Children,140,1,1,78,2,17,42,7.0,0.0,3.0,4.0,13.0,10.0,2.0,5.0,4.0,3.0,Kids,,,,
And2! And2!,5.080357142857143,ONA,1,"Aug 15, 2018",Other,G - All Ages,351,0,17,142,7,34,151,5.0,4.0,2.0,9.0,25.0,28.0,20.0,6.0,3.0,10.0,Music, Slice of Life,,,
KisKis! Wo de Nanyou Shi Bohe Tang,7.349480968858131,Special,4,"May, 2018 to Jun, 2018",Other,G - All Ages,946,10,60,377,11,44,454,124.0,7.0,7.0,27.0,46.0,37.0,16.0,12.0,2.0,11.0,Harem, Romance,,,
Gift±,5.578947368421052,ONA,20,"Sep 21, 2018 to Sep 28, 2018",Manga,PG-13 - Teens 13 or older,776,0,71,57,26,36,586,5.0,0.0,2.0,9.0,7.0,3.0,3.0,2.0,1.0,6.0,Horror, Seinen,,,
Wotaku ni Koi wa Muzukashii OVA,7.8844587806038815,OVA,2,"Mar 29, 2019 to Feb 26, 2021",Web manga,PG-13 - Teens 13 or older,90626,198,46279,327,10053,857,33110,3969.0,6048.0,13958.0,10513.0,2494.0,645.0,116.0,41.0,15.0,23.0,Slice of Life, Comedy, Romance,,
Sandwhichman Touhoku Ai Bottle,4.348837209302325,Special,6,"Mar 6, 2018 to Sep 18, 2018",Original,G - All Ages,105,0,4,60,0,15,26,3.0,0.0,0.0,1.0,4.0,15.0,6.0,6.0,1.0,7.0,Comedy,,,,
Usa Weather Show,4.057377049180328,Special,1,"Jun, 2018",Original,G - All Ages,248,1,5,170,1,26,46,7.0,0.0,2.0,4.0,15.0,27.0,13.0,20.0,10.0,24.0,Slice of Life,,,,
Ganbare! Memeko-chan,5.390243902439025,OVA,1,"Aug 19, 2008",4-koma manga,G - All Ages,121,0,6,59,1,11,44,5.0,0.0,2.0,3.0,8.0,10.0,6.0,2.0,1.0,4.0,Comedy, Seinen, Slice of Life,,
Majimoji Rurumo: Kanketsu-hen,7.459674627898927,OVA,2,"Jul 9, 2019",Manga,PG-13 - Teens 13 or older,6730,14,203,3996,72,75,2384,261.0,345.0,823.0,869.0,371.0,132.0,50.0,16.0,13.0,9.0,Magic, Romance, Ecchi, Fantasy, Shounen
Drifters: The Outlandish Knight,7.362694300518135,OVA,1,"Nov 30, 2018",Manga,R - 17+ (violence & profanity),15774,7,733,6504,342,116,8079,325.0,433.0,1177.0,1606.0,596.0,192.0,60.0,18.0,16.0,16.0,Action, Adventure, Comedy, Historical, Samurai
Tales of Crestoria,6.066037735849057,ONA,4,"Sep 11, 2018 to Apr 26, 2020",Game,PG-13 - Teens 13 or older,1041,2,122,287,35,35,562,10.0,8.0,18.0,41.0,59.0,45.0,18.0,9.0,1.0,3.0,Game, Fantasy,,,
I'll Take You Anywhere,4.694915254237288,Music,1,"Sep 21, 2018",Original,G - All Ages,106,0,1,81,1,7,16,5.0,0.0,1.0,2.0,11.0,13.0,8.0,10.0,3.0,6.0,Music,,,,
Ohayou Hakushon Daimaou,5.293103448275862,TV,237,"Mar 31, 2014 to Mar 27, 2015",Other,G - All Ages,254,0,9,86,8,49,102,5.0,4.0,2.0,8.0,8.0,11.0,4.0,6.0,2.0,8.0,Comedy, Parody,,,
Aigan Kaijuu,3.975609756097561,TV,50,"Oct 7, 2018 to Sep 22, 2019",Other,PG-13 - Teens 13 or older,326,0,38,35,12,124,117,7.0,0.0,0.0,1.0,2.0,5.0,3.0,5.0,4.0,14.0,Action, Sci-Fi, Comedy, Parody, Fantasy
Nora to Oujo to Noraneko Heart: Nora Fuku Ekichou Shuunin-shiki,5.1217616580310885,ONA,1,"Sep 14, 2018",Original,G - All Ages,1444,0,85,596,39,46,678,28.0,4.0,12.0,30.0,60.0,123.0,55.0,33.0,20.0,21.0,Comedy,,,,
Youkai Ningen Bem: Part II,5.346153846153846,Special,2,"Oct 21, 1992",Original,PG-13 - Teens 13 or older,254,0,14,75,6,37,122,8.0,0.0,0.0,7.0,10.0,12.0,2.0,1.0,6.0,6.0,Demons, Horror,,,
Magic Knight Rayearth Pilot,6.52054794520548,Special,1,"Oct 29, 2014",Manga,PG-13 - Teens 13 or older,522,1,18,232,15,18,239,18.0,11.0,13.0,26.0,35.0,26.0,6.0,5.0,2.0,4.0,Action, Fantasy, Magic, Mecha, Shoujo
Port of Wormy,3.5555555555555554,Movie,1,2009,Original,G - All Ages,127,0,1,98,0,8,20,3.0,0.0,1.0,1.0,3.0,13.0,8.0,11.0,8.0,15.0,Dementia,,,,
Factory,3.961038961038961,ONA,2,"Jun 8, 2012",Original,G - All Ages,153,0,4,109,1,10,29,3.0,0.0,1.0,3.0,10.0,20.0,5.0,13.0,5.0,17.0,Dementia,,,,
Lei Su Deng Shandian Chong Xian 2,5.841121495327103,TV,40,2010,Original,G - All Ages,220,0,12,138,4,31,35,10.0,3.0,13.0,24.0,13.0,12.0,10.0,10.0,6.0,6.0,Cars, Kids,,,
Lei Su Deng Shandian Chong Xian 3,5.9375,TV,40,"Nov, 2012 to ?",Original,G - All Ages,152,0,6,77,3,33,33,8.0,7.0,7.0,9.0,4.0,9.0,7.0,2.0,4.0,7.0,Cars, Kids,,,
